["LRY-REL-014285","CLAUSE_SEQUENCE","S08-LRY-PAIR-072-C003","S08-LRY-PAIR-072-C004","FORWARD",["SEQUENCE"],"LRY-PC-0700","ACTIVE"]
["LRY-REL-015078","CLAUSE_SEQUENCE","S08-LRY-PAIR-264-C039","S08-LRY-PAIR-264-C040","FORWARD",["SEQUENCE"],"LRY-PC-0736","ACTIVE"]
["LRY-REL-015079","CLAUSE_SEQUENCE","S08-LRY-PAIR-264-C040","S08-LRY-PAIR-264-C041","FORWARD",["SEQUENCE"],"LRY-PC-0736","ACTIVE"]
["LRY-REL-015080","QUANTITY_SCOPE","S08-LRY-PAIR-264","S08-LRY-PAIR-264-C041","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0736","ACTIVE"]
["LRY-REL-015081","CLAUSE_SEQUENCE","S08-LRY-PAIR-264-C041","S08-LRY-PAIR-264-C042","FORWARD",["SEQUENCE"],"LRY-PC-0736","ACTIVE"]
["LRY-REL-015082","NEGATION_SCOPE","S08-LRY-PAIR-264","S08-LRY-PAIR-264-C042","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0736","ACTIVE"]
["LRY-REL-015083","CLAUSE_SEQUENCE","S08-LRY-PAIR-264-C042","S08-LRY-PAIR-264-C043","FORWARD",["SEQUENCE"],"LRY-PC-0736","ACTIVE"]
["LRY-REL-015084","CLAUSE_SEQUENCE","S08-LRY-PAIR-264-C043","S08-LRY-PAIR-264-C044","FORWARD",["SEQUENCE"],"LRY-PC-0736","ACTIVE"]
["LRY-REL-015085","ALTERNATIVE_TARGET","S08-LRY-PAIR-264-C044","S08-LRY-PAIR-264-C043","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0736","ACTIVE"]
["LRY-REL-015086","NEGATION_SCOPE","S08-LRY-PAIR-264","S08-LRY-PAIR-264-C044","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0736","ACTIVE"]
["LRY-REL-015087","NODE_TO_CLAUSE","S08-LRY-PAIR-508","S08-LRY-PAIR-508-C001","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015088","NODE_TO_CLAUSE","S08-LRY-PAIR-508","S08-LRY-PAIR-508-C002","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015089","NODE_TO_CLAUSE","S08-LRY-PAIR-508","S08-LRY-PAIR-508-C003","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015090","NODE_TO_CLAUSE","S08-LRY-PAIR-508","S08-LRY-PAIR-508-C004","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015091","CLAUSE_SEQUENCE","S08-LRY-PAIR-264-C044","S08-LRY-PAIR-508-C001","FORWARD",["SEQUENCE"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015092","NEGATION_SCOPE","S08-LRY-PAIR-508","S08-LRY-PAIR-508-C001","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015093","QUANTITY_SCOPE","S08-LRY-PAIR-508","S08-LRY-PAIR-508-C001","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015094","CLAUSE_SEQUENCE","S08-LRY-PAIR-508-C001","S08-LRY-PAIR-508-C002","FORWARD",["SEQUENCE"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015095","NEGATION_SCOPE","S08-LRY-PAIR-508","S08-LRY-PAIR-508-C002","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015096","CLAUSE_SEQUENCE","S08-LRY-PAIR-508-C002","S08-LRY-PAIR-508-C003","FORWARD",["SEQUENCE"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015097","QUANTITY_SCOPE","S08-LRY-PAIR-508","S08-LRY-PAIR-508-C003","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015098","CLAUSE_SEQUENCE","S08-LRY-PAIR-508-C003","S08-LRY-PAIR-508-C004","FORWARD",["SEQUENCE"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015099","QUANTITY_SCOPE","S08-LRY-PAIR-508","S08-LRY-PAIR-508-C004","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0737","ACTIVE"]
["LRY-REL-015100","NODE_TO_CLAUSE","S08-LRY-PAIR-233","S08-LRY-PAIR-233-C001","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015101","NODE_TO_CLAUSE","S08-LRY-PAIR-233","S08-LRY-PAIR-233-C002","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015102","NODE_TO_CLAUSE","S08-LRY-PAIR-233","S08-LRY-PAIR-233-C003","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015103","NODE_TO_CLAUSE","S08-LRY-PAIR-233","S08-LRY-PAIR-233-C004","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015104","NODE_TO_CLAUSE","S08-LRY-PAIR-233","S08-LRY-PAIR-233-C005","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015105","CLAUSE_SEQUENCE","S08-LRY-PAIR-508-C004","S08-LRY-PAIR-233-C001","FORWARD",["SEQUENCE"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015106","QUANTITY_SCOPE","S08-LRY-PAIR-233","S08-LRY-PAIR-233-C001","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015107","CLAUSE_SEQUENCE","S08-LRY-PAIR-233-C001","S08-LRY-PAIR-233-C002","FORWARD",["SEQUENCE"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015108","CLAUSE_SEQUENCE","S08-LRY-PAIR-233-C002","S08-LRY-PAIR-233-C003","FORWARD",["SEQUENCE"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015109","CLAUSE_SEQUENCE","S08-LRY-PAIR-233-C003","S08-LRY-PAIR-233-C004","FORWARD",["SEQUENCE"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015110","QUANTITY_SCOPE","S08-LRY-PAIR-233","S08-LRY-PAIR-233-C004","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015111","CLAUSE_SEQUENCE","S08-LRY-PAIR-233-C004","S08-LRY-PAIR-233-C005","FORWARD",["SEQUENCE"],"LRY-PC-0739","ACTIVE"]
["LRY-REL-015112","NODE_TO_CLAUSE","S08-LRY-PAIR-149","S08-LRY-PAIR-149-C001","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015113","NODE_TO_CLAUSE","S08-LRY-PAIR-149","S08-LRY-PAIR-149-C002","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015114","NODE_TO_CLAUSE","S08-LRY-PAIR-149","S08-LRY-PAIR-149-C003","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015115","NODE_TO_CLAUSE","S08-LRY-PAIR-149","S08-LRY-PAIR-149-C004","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015116","CLAUSE_SEQUENCE","S08-LRY-PAIR-233-C005","S08-LRY-PAIR-149-C001","FORWARD",["SEQUENCE"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015117","QUANTITY_SCOPE","S08-LRY-PAIR-149","S08-LRY-PAIR-149-C001","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015118","CLAUSE_SEQUENCE","S08-LRY-PAIR-149-C001","S08-LRY-PAIR-149-C002","FORWARD",["SEQUENCE"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015119","QUANTITY_SCOPE","S08-LRY-PAIR-149","S08-LRY-PAIR-149-C002","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015120","CLAUSE_SEQUENCE","S08-LRY-PAIR-149-C002","S08-LRY-PAIR-149-C003","FORWARD",["SEQUENCE"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015121","QUANTITY_SCOPE","S08-LRY-PAIR-149","S08-LRY-PAIR-149-C003","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015122","CLAUSE_SEQUENCE","S08-LRY-PAIR-149-C003","S08-LRY-PAIR-149-C004","FORWARD",["SEQUENCE"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015123","QUANTITY_SCOPE","S08-LRY-PAIR-149","S08-LRY-PAIR-149-C004","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0740","ACTIVE"]
["LRY-REL-015124","NODE_TO_CLAUSE","S08-LRY-PAIR-234","S08-LRY-PAIR-234-C001","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015125","NODE_TO_CLAUSE","S08-LRY-PAIR-234","S08-LRY-PAIR-234-C002","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015126","NODE_TO_CLAUSE","S08-LRY-PAIR-234","S08-LRY-PAIR-234-C003","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015127","CLAUSE_SEQUENCE","S08-LRY-PAIR-149-C004","S08-LRY-PAIR-234-C001","FORWARD",["SEQUENCE"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015128","NEGATION_SCOPE","S08-LRY-PAIR-234","S08-LRY-PAIR-234-C001","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015129","QUANTITY_SCOPE","S08-LRY-PAIR-234","S08-LRY-PAIR-234-C001","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015130","CLAUSE_SEQUENCE","S08-LRY-PAIR-234-C001","S08-LRY-PAIR-234-C002","FORWARD",["SEQUENCE"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015131","QUANTITY_SCOPE","S08-LRY-PAIR-234","S08-LRY-PAIR-234-C002","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015132","CLAUSE_SEQUENCE","S08-LRY-PAIR-234-C002","S08-LRY-PAIR-234-C003","FORWARD",["SEQUENCE"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015133","COMPARISON_TARGET","S08-LRY-PAIR-234-C003","S08-LRY-PAIR-234-C002","BACK_REFERENCE",["COMPARISON"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015134","QUANTITY_SCOPE","S08-LRY-PAIR-234","S08-LRY-PAIR-234-C003","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0741","ACTIVE"]
["LRY-REL-015135","NODE_TO_CLAUSE","S08-LRY-PAIR-150","S08-LRY-PAIR-150-C001","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015136","NODE_TO_CLAUSE","S08-LRY-PAIR-150","S08-LRY-PAIR-150-C002","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015137","NODE_TO_CLAUSE","S08-LRY-PAIR-150","S08-LRY-PAIR-150-C003","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015138","NODE_TO_CLAUSE","S08-LRY-PAIR-150","S08-LRY-PAIR-150-C004","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015139","NODE_TO_CLAUSE","S08-LRY-PAIR-150","S08-LRY-PAIR-150-C005","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015140","NODE_TO_CLAUSE","S08-LRY-PAIR-150","S08-LRY-PAIR-150-C006","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015141","CLAUSE_SEQUENCE","S08-LRY-PAIR-234-C003","S08-LRY-PAIR-150-C001","FORWARD",["SEQUENCE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015142","QUANTITY_SCOPE","S08-LRY-PAIR-150","S08-LRY-PAIR-150-C001","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015143","CLAUSE_SEQUENCE","S08-LRY-PAIR-150-C001","S08-LRY-PAIR-150-C002","FORWARD",["SEQUENCE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015144","CLAUSE_SEQUENCE","S08-LRY-PAIR-150-C002","S08-LRY-PAIR-150-C003","FORWARD",["SEQUENCE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015145","QUANTITY_SCOPE","S08-LRY-PAIR-150","S08-LRY-PAIR-150-C003","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015146","CLAUSE_SEQUENCE","S08-LRY-PAIR-150-C003","S08-LRY-PAIR-150-C004","FORWARD",["SEQUENCE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015147","QUANTITY_SCOPE","S08-LRY-PAIR-150","S08-LRY-PAIR-150-C004","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015148","CLAUSE_SEQUENCE","S08-LRY-PAIR-150-C004","S08-LRY-PAIR-150-C005","FORWARD",["SEQUENCE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015149","CLAUSE_SEQUENCE","S08-LRY-PAIR-150-C005","S08-LRY-PAIR-150-C006","FORWARD",["SEQUENCE"],"LRY-PC-0742","ACTIVE"]
["LRY-REL-015150","NODE_TO_CLAUSE","S08-LRY-PAIR-235","S08-LRY-PAIR-235-C001","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0743","ACTIVE"]
["LRY-REL-015151","NODE_TO_CLAUSE","S08-LRY-PAIR-235","S08-LRY-PAIR-235-C002","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0743","ACTIVE"]
["LRY-REL-015152","NODE_TO_CLAUSE","S08-LRY-PAIR-235","S08-LRY-PAIR-235-C003","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0743","ACTIVE"]
["LRY-REL-015153","CLAUSE_SEQUENCE","S08-LRY-PAIR-150-C006","S08-LRY-PAIR-235-C001","FORWARD",["SEQUENCE"],"LRY-PC-0743","ACTIVE"]
["LRY-REL-015154","QUANTITY_SCOPE","S08-LRY-PAIR-235","S08-LRY-PAIR-235-C001","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0743","ACTIVE"]
["LRY-REL-015155","CLAUSE_SEQUENCE","S08-LRY-PAIR-235-C001","S08-LRY-PAIR-235-C002","FORWARD",["SEQUENCE"],"LRY-PC-0743","ACTIVE"]
["LRY-REL-015156","CONDITION_TARGET","S08-LRY-PAIR-235-C002","S08-LRY-PAIR-235-C003","FORWARD",["CONDITION"],"LRY-PC-0743","ACTIVE"]
["LRY-REL-015157","QUANTITY_SCOPE","S08-LRY-PAIR-235","S08-LRY-PAIR-235-C002","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0743","ACTIVE"]
["LRY-REL-015158","CLAUSE_SEQUENCE","S08-LRY-PAIR-235-C002","S08-LRY-PAIR-235-C003","FORWARD",["SEQUENCE"],"LRY-PC-0743","ACTIVE"]
["LRY-REL-015159","NODE_TO_CLAUSE","S08-LRY-PAIR-151","S08-LRY-PAIR-151-C001","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0744","ACTIVE"]
["LRY-REL-015160","CLAUSE_SEQUENCE","S08-LRY-PAIR-235-C003","S08-LRY-PAIR-151-C001","FORWARD",["SEQUENCE"],"LRY-PC-0744","ACTIVE"]
["LRY-REL-015161","QUANTITY_SCOPE","S08-LRY-PAIR-151","S08-LRY-PAIR-151-C001","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0744","ACTIVE"]
["LRY-REL-015162","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C001","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015163","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C002","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015164","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C003","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015165","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C004","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015166","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C005","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015167","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C006","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015168","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C007","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015169","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C008","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015170","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C009","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015171","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C010","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015172","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C011","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015173","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C012","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015174","NODE_TO_CLAUSE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C013","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015175","CLAUSE_SEQUENCE","S08-LRY-PAIR-151-C001","S08-LRY-PAIR-236-C001","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015176","NEGATION_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C001","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015177","QUANTITY_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C001","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015178","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C001","S08-LRY-PAIR-236-C002","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015179","ALTERNATIVE_TARGET","S08-LRY-PAIR-236-C002","S08-LRY-PAIR-236-C001","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015180","NEGATION_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C002","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015181","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C002","S08-LRY-PAIR-236-C003","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015182","NEGATION_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C003","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015183","QUANTITY_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C003","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015184","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C003","S08-LRY-PAIR-236-C004","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015185","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C004","S08-LRY-PAIR-236-C005","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015186","NEGATION_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C005","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015187","QUANTITY_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C005","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015188","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C005","S08-LRY-PAIR-236-C006","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015189","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C006","S08-LRY-PAIR-236-C007","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015190","QUANTITY_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C007","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015191","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C007","S08-LRY-PAIR-236-C008","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015192","QUANTITY_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C008","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015193","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C008","S08-LRY-PAIR-236-C009","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015194","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C009","S08-LRY-PAIR-236-C010","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015195","CAUSAL_TARGET","S08-LRY-PAIR-236-C010","S08-LRY-PAIR-236-C011","FORWARD",["CAUSAL"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015196","QUANTITY_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C010","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015197","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C010","S08-LRY-PAIR-236-C011","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015198","QUANTITY_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C011","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015199","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C011","S08-LRY-PAIR-236-C012","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015200","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C012","S08-LRY-PAIR-236-C013","FORWARD",["SEQUENCE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015201","ALTERNATIVE_TARGET","S08-LRY-PAIR-236-C013","S08-LRY-PAIR-236-C012","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015202","NEGATION_SCOPE","S08-LRY-PAIR-236","S08-LRY-PAIR-236-C013","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0745","ACTIVE"]
["LRY-REL-015203","NODE_TO_CLAUSE","S08-LRY-PAIR-152","S08-LRY-PAIR-152-C001","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015204","NODE_TO_CLAUSE","S08-LRY-PAIR-152","S08-LRY-PAIR-152-C002","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015205","NODE_TO_CLAUSE","S08-LRY-PAIR-152","S08-LRY-PAIR-152-C003","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015206","NODE_TO_CLAUSE","S08-LRY-PAIR-152","S08-LRY-PAIR-152-C004","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015207","NODE_TO_CLAUSE","S08-LRY-PAIR-152","S08-LRY-PAIR-152-C005","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015208","NODE_TO_CLAUSE","S08-LRY-PAIR-152","S08-LRY-PAIR-152-C006","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015209","NODE_TO_CLAUSE","S08-LRY-PAIR-152","S08-LRY-PAIR-152-C007","PARENT_TO_CHILD",["SUBJECT_SCOPE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015210","CLAUSE_SEQUENCE","S08-LRY-PAIR-236-C013","S08-LRY-PAIR-152-C001","FORWARD",["SEQUENCE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015211","QUANTITY_SCOPE","S08-LRY-PAIR-152","S08-LRY-PAIR-152-C001","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015212","CLAUSE_SEQUENCE","S08-LRY-PAIR-152-C001","S08-LRY-PAIR-152-C002","FORWARD",["SEQUENCE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015213","ALTERNATIVE_TARGET","S08-LRY-PAIR-152-C002","S08-LRY-PAIR-152-C001","BACK_REFERENCE",["ALTERNATIVE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015214","NEGATION_SCOPE","S08-LRY-PAIR-152","S08-LRY-PAIR-152-C002","PARENT_TO_CHILD",["NEGATION"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015215","QUANTITY_SCOPE","S08-LRY-PAIR-152","S08-LRY-PAIR-152-C002","PARENT_TO_CHILD",["QUANTITY"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015216","CLAUSE_SEQUENCE","S08-LRY-PAIR-152-C002","S08-LRY-PAIR-152-C003","FORWARD",["SEQUENCE"],"LRY-PC-0746","ACTIVE"]
["LRY-REL-015217","CONTRAST_TARGET","S08-LRY-PAIR-152-C003","S08-LRY-PAIR-152-C002","BACK_REFERENCE",["CONTRAST"],"LRY-PC-0746","ACTIVE"]
