S09-J015-R0180-JI-S01	S09-J015-R0180-JI	1	配偶的身体不好	SPOUSE	ROMANTIC_RELATION+HEALTH_STATE	MARRIAGE_RELATION	HEALTH_BODY+PARENT_DOCUMENT	MARRIAGE_RELATION_CHAIN+HEALTH_RISK_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+HEALTH_ENDPOINT_LIMIT+FORMAL_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_HEALTH_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J018-R0210-LU-S04	S09-J018-R0210-LU	4	健康	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J018-R0210-QUAN-S01	S09-J018-R0210-QUAN	1	劳力劳心	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CAREER_WORK	HEALTH_BODY	CAREER_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J018-R0210-QUAN-S02	S09-J018-R0210-QUAN	2	工作谋生	CONTEXT_SUBJECT	CAREER_ACTION	CAREER_WORK	HEALTH_BODY	CAREER_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J018-R0210-QUAN-S03	S09-J018-R0210-QUAN	3	身体尚强健有忍耐力	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J018-R0210-KE-S01	S09-J018-R0210-KE	1	身体健康	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J018-R0210-KE-S02	S09-J018-R0210-KE	2	不易生病	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	PRESENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J018-R0210-KE-S03	S09-J018-R0210-KE	3	生病也复原快速	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J018-R0210-JI-S01	S09-J018-R0210-JI	1	行运时要注意易患疾病	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J018-R0210-JI-S02	S09-J018-R0210-JI	2	且有拖延现象	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J018-R0211-LU-S01	S09-J018-R0211-LU	1	聪明	CONTEXT_SUBJECT	BEHAVIOR_TRAIT	SELF_BEHAVIOR	MIGRATION_OUTSIDE	SELF_STATE_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J018-R0211-LU-S02	S09-J018-R0211-LU	2	好读书	CONTEXT_SUBJECT	EDUCATION_STATE	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J018-R0211-LU-S03	S09-J018-R0211-LU	3	成绩好	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J018-R0211-QUAN-S01	S09-J018-R0211-QUAN	1	聪明	CONTEXT_SUBJECT	BEHAVIOR_TRAIT	SELF_BEHAVIOR	MIGRATION_OUTSIDE	SELF_STATE_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J018-R0211-QUAN-S02	S09-J018-R0211-QUAN	2	反应快	CONTEXT_SUBJECT	BEHAVIOR_TRAIT	SELF_BEHAVIOR	MIGRATION_OUTSIDE	SELF_STATE_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J018-R0211-QUAN-S03	S09-J018-R0211-QUAN	3	努力读书	CONTEXT_SUBJECT	EDUCATION_STATE	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J018-R0211-QUAN-S04	S09-J018-R0211-QUAN	4	力争上游	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J018-R0211-KE-S01	S09-J018-R0211-KE	1	出外多长辈贵人照顾	PARENT	RELATION_SUPPORT+MIGRATION_ACTION	MIGRATION_OUTSIDE	PARENT_DOCUMENT+FRIEND_GROUP	MIGRATION_OUTSIDE_CHAIN+PARENT_DOCUMENT_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+FORMAL_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0211-JI-S01	S09-J018-R0211-JI	1	身体虚弱	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	MIGRATION_OUTSIDE	HEALTH_RISK_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J018-R0211-JI-S02	S09-J018-R0211-JI	2	无抵抗力	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	MIGRATION_OUTSIDE	HEALTH_RISK_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J018-R0211-JI-S03	S09-J018-R0211-JI	3	治疗时间拖延康复慢	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J018-R0212-LU-S01	S09-J018-R0212-LU	1	个性开朗	CONTEXT_SUBJECT	BEHAVIOR_TRAIT	SELF_BEHAVIOR	FRIEND_GROUP	SELF_STATE_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0212-LU-S02	S09-J018-R0212-LU	2	出外与人相处和睦	CONTEXT_SUBJECT	RELATION_SUPPORT+MIGRATION_ACTION	MIGRATION_OUTSIDE	FRIEND_GROUP	MIGRATION_OUTSIDE_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0212-LU-S03	S09-J018-R0212-LU	3	受人欣赏	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	FRIEND_GROUP	NONE	FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0212-QUAN-S01	S09-J018-R0212-QUAN	1	个性有遗传性之刚直	CONTEXT_SUBJECT	BEHAVIOR_TRAIT	SELF_BEHAVIOR	FRIEND_GROUP	SELF_STATE_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0212-QUAN-S02	S09-J018-R0212-QUAN	2	好争执	CONTEXT_SUBJECT	RELATION_CONFLICT	FRIEND_GROUP	NONE	FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0212-QUAN-S03	S09-J018-R0212-QUAN	3	易受伤	CONTEXT_SUBJECT	HEALTH_RISK	HEALTH_BODY	FRIEND_GROUP	HEALTH_RISK_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0212-KE-S01	S09-J018-R0212-KE	1	个性平和	CONTEXT_SUBJECT	BEHAVIOR_TRAIT	SELF_BEHAVIOR	FRIEND_GROUP	SELF_STATE_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0212-KE-S02	S09-J018-R0212-KE	2	出外到处和洽稳定	CONTEXT_SUBJECT	MIGRATION_ACTION	MIGRATION_OUTSIDE	FRIEND_GROUP	MIGRATION_OUTSIDE_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0212-JI-S01	S09-J018-R0212-JI	1	不宜外出	CONTEXT_SUBJECT	MIGRATION_ACTION	MIGRATION_OUTSIDE	FRIEND_GROUP	MIGRATION_OUTSIDE_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	PROHIBITION	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0212-JI-S02	S09-J018-R0212-JI	2	出外无贵人	CONTEXT_SUBJECT	RELATION_SUPPORT+MIGRATION_ACTION	MIGRATION_OUTSIDE	FRIEND_GROUP	MIGRATION_OUTSIDE_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0212-JI-S03	S09-J018-R0212-JI	3	易有灾厄	CONTEXT_SUBJECT	HEALTH_RISK	HEALTH_BODY	FRIEND_GROUP	HEALTH_RISK_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J018-R0213-LU-S01	S09-J018-R0213-LU	1	在外人缘好	CONTEXT_SUBJECT	MIGRATION_ACTION	MIGRATION_OUTSIDE	FRIEND_GROUP+CAREER_WORK	MIGRATION_OUTSIDE_CHAIN+FRIEND_PARTNERSHIP_CHAIN+CAREER_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J018-R0213-LU-S02	S09-J018-R0213-LU	2	但友谊多有头无尾	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CAREER_WORK	NONE	CAREER_CHAIN	NONE	PRESENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J018-R0213-QUAN-S01	S09-J018-R0213-QUAN	1	身体健康	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	CAREER_WORK	HEALTH_RISK_CHAIN+CAREER_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J018-R0213-QUAN-S02	S09-J018-R0213-QUAN	2	富有冲动	CONTEXT_SUBJECT	MONEY_INFLOW	MONEY_FINANCE	CAREER_WORK	FINANCE_FIVE_AXIS_CHAIN+CAREER_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_WEALTH_LEVEL	ACTIVE
S09-J018-R0213-KE-S01	S09-J018-R0213-KE	1	注意维护健康	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	CAREER_WORK	HEALTH_RISK_CHAIN+CAREER_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J018-R0213-KE-S02	S09-J018-R0213-KE	2	无灾无厄	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CAREER_WORK	NONE	CAREER_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J018-R0213-JI-S01	S09-J018-R0213-JI	1	身体健康不好	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	CAREER_WORK	HEALTH_RISK_CHAIN+CAREER_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J018-R0213-JI-S02	S09-J018-R0213-JI	2	且易有灾厄	CONTEXT_SUBJECT	HEALTH_RISK	HEALTH_BODY	CAREER_WORK	HEALTH_RISK_CHAIN+CAREER_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J018-R0213-JI-S03	S09-J018-R0213-JI	3	带病延年	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	CAREER_WORK	HEALTH_RISK_CHAIN+CAREER_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J018-R0214-LU-S01	S09-J018-R0214-LU	1	身体健康	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	PROPERTY_HOME	HEALTH_RISK_CHAIN+PROPERTY_ASSET_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+PROPERTY_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_PROPERTY_ENDPOINT	ACTIVE
S09-J018-R0214-LU-S02	S09-J018-R0214-LU	2	福相	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	PROPERTY_HOME	NONE	PROPERTY_ASSET_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PROPERTY_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROPERTY_ENDPOINT	ACTIVE
S09-J018-R0214-LU-S03	S09-J018-R0214-LU	3	开朗	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	PROPERTY_HOME	NONE	PROPERTY_ASSET_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PROPERTY_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROPERTY_ENDPOINT	ACTIVE
